"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",38922.469,
"NLD","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",42133.416,
"NLD","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",41631.827,
"NLD","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",46041.517,
"NLD","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",45593.653,
"NLD","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",61279.481,
"NLD","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",67147.284,
"NLD","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",68525.286,
"NLD","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",85314.846,
"NLD","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",85359.726,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",36395.561,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",38327.422,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",38967.806,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",41092.391,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",41301.721,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",41027.224,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",40064.94,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",41366.601,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",42265.765,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",42469.567,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",47054.16,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",47185.912,
"NOR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",35577.147,
"NOR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",34886.309,
"NOR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",35986.035,
"NOR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",39221.76,
"NOR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",38716.163,
"NOR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",41908.108,
"NOR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",42332.802,
"NOR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",43356.556,
"NOR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",48309.729,
"NOR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",47656.453,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",20177.935,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",22152.61,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",23920.023,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",25157.927,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",25397.434,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",25372.94,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",25650.758,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",25896.401,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",26223.45,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",27416.256,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",30223.95,
"POL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",32039.735,
"POL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",15599.819,
"POL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",16139.58,
"POL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",16531.218,
"POL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",18890.196,
"POL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",19621.959,
"POL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",26636.233,
"POL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",27549.157,
"POL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",29062.578,
"POL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",32070.688,
"POL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",33397.824,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",38458.013,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",40275.211,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",35167.622,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",35923.559,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",38400.51,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",39276.211,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",42325.951,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",43335.602,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",43593.466,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",43906.912,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",44367.877,
"PRT","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",44412.926,
"PRT","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",32886.588,
"PRT","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",33516.277,
"PRT","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",33834.404,
"PRT","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",34700.864,
"PRT","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",34400.364,
"PRT","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",65416.55,
"PRT","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",72368.995,
"PRT","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",73028.323,
"PRT","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",74902.384,
"PRT","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",74254.731,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2009",9911.39459999999,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",10557.521,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",10869.2,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",10995.696,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",11591.81,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",12446.912,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",13078.713,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",13144.103,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",13320.546,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",13700.748,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",14591.232,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",15890.256,
"SVK","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",15930.455,
"SVK","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",12753.755,
"SVK","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",13705.228,
"SVK","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",13379.207,
"SVK","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",13524.255,
"SVK","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",13549.319,
"SVK","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",15824.306,
"SVK","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",16995.372,
"SVK","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",16958.747,
"SVK","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",17673.457,
"SVK","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",17704.933,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",42309.21,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",41557.549,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",41397.85,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",41763.9,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",42611.725,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",43697.75,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",45057.906,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",46447.622,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",47287.15,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",48202.282,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",49811.427,
"ESP","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",50547.705,
"ESP","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",38986.72,
"ESP","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",40812.939,
"ESP","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",42214.829,
"ESP","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",43135.311,
"ESP","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",43684.141,
"ESP","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",55384.283,
"ESP","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",57982.721,
"ESP","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",60011.789,
"ESP","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",61456.115,
"ESP","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",62368.371,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",34999.3,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",37539.836,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",38493.359,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",40589.573,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",41612.614,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",43748.689,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",42270.756,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",44655.572,
"SWE","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",45132.113,
"SWE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2016",36485.798,
"SWE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",38189.767,
"SWE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",39928.794,
"SWE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",40542.172,
"SWE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",42216.938,
"SWE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",42374.039,
"SWE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2016",43084.864,
"SWE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",44962.086,
"SWE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",46884.132,
"SWE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",47285.751,
"SWE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",49175.717,
"SWE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",49457.273,
"CHE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",52743.257,
"CHE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",54388.467,
"CHE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",56226.863,
"CHE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",56404.867,
"CHE","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",56428.9,
"CHE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",80415.713,
"CHE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",82663.081,
"CHE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",85764.708,
"CHE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",86310.804,
"CHE","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",86338.477,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",25181.674,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",26009.037,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",26946.312,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",27706.174,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",29653.241,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",30100.599,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",31483.216,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",31573.805,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",32141.047,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",33064.87,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",29848.97,
"TUR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",34255.638,
"TUR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",26218.829,
"TUR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",25955.132,
"TUR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",29407.44,
"TUR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",28896.854,
"TUR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",33718.913,
"TUR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",33287.977,
"TUR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",32953.184,
"TUR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",33010.902,
"TUR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",32428.361,
"TUR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",36778.574,
"USA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",63118,
"USA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",64278.59,
"USA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",59992,
"USA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",61234.77,
"USA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",62193.169,
"USA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",63624.67,
"USA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",38635.04,
"USA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",39505.76,
"USA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",40789.54,
"USA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",41427.21,
"USA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",42380.741,
"USA","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",71279.78,
"USA","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",72886.29,
"USA","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",76493.31,
"USA","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",77689.626,
"USA","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",79477.81,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",24714.312,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",25485.622,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",26117.679,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",26723.288,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",27048.531,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",26691.834,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",26437.596,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",34007.669,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",34539.586,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",36769.308,
"CHL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",37224.604,
"CHL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",23428.618,
"CHL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",23747.149,
"CHL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",23259.704,
"CHL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",25147.393,
"CHL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",43760.341,
"CHL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",44106.509,
"CHL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",43201.18,
"CHL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",46637.107,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",29405.734,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",30894.69,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",31492.375,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",35032.352,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",37476.924,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",39927.022,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",43073.407,
"COL","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",42676.731,
"COL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",19861.142,
"COL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",21322.809,
"COL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",21911.876,
"COL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",23618.557,
"COL","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",23401.034,
"COL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",41654.121,
"COL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",44719.601,
"COL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",45955.028,
"COL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",49534.376,
"COL","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",49078.186,
"CRI","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",33863.651,
"CRI","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",31273.379,
"CRI","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",31977.025,
"CRI","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",32271.78,
"CRI","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",33115.3,
"CRI","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",33115.3,
"CRI","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",23887.508,
"CRI","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",24238.481,
"CRI","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",24894.401,
"CRI","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",26004.807,
"CRI","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",26240.842,
"CRI","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",36720.286,
"CRI","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",37179.079,
"CRI","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",38104.041,
"CRI","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",39630.053,
"CRI","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",39989.759,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",22982.759,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",27254.946,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",30382.818,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",30550.038,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",31776.965,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",31769.311,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",33174.47,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",34782.757,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",35223.658,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",36389.535,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",37385.582,
"ISR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",37891.328,
"ISR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",23000.555,
"ISR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",24351.645,
"ISR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",24895.313,
"ISR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",25956.007,
"ISR","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",26637.791,
"ISR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",61436.354,
"ISR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",64096.275,
"ISR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",65190.851,
"ISR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",66519.553,
"ISR","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",65508.807,
"LVA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",6916.5729,
"LVA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",7117.7976,
"LVA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",7495.8173,
"LVA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",8849.7285,
"LVA","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",8917.3316,
"LVA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",12994.408,
"LVA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",14494.221,
"LVA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",15040.142,
"LVA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",15932.954,
"LVA","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",16534.057,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",12451.505,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",13428.718,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",14197.285,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",14301.971,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",24684.763,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",25702.883,
"LTU","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",35391.765,
"LTU","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",14431.624,
"LTU","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",14840.439,
"LTU","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",28883.708,
"LTU","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",29756.478,
"LTU","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2021",40286.994,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2010",37835.285,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2011",38975.948,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2012",38868.384,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2013",37034.721,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2014",36952.858,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2015",36849.762,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2016",38909.501,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2017",40220.634,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2018",40631.57,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2019",41660.928,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2020",44320.544,
"SVN","TEACHERSALARY","EARLYCHILDEDU_15YREXP","USD","A","2021",46466.442,
"SVN","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2017",26822.663,
"SVN","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2018",28030.797,
"SVN","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2019",28905.207,
"SVN","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2020",30530.234,
"SVN","TEACHERSALARY","EARLYCHILDEDU_START","USD","A","2021",31000.665,
"SVN","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2017",44690.761,
"SVN","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2018",46921.881,
"SVN","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2019",48372.404,
"SVN","TEACHERSALARY","EARLYCHILDEDU_TOP","USD","A","2020",51094.251,
